report_date,rows,purchase_zero_rate,redeem_zero_rate,purchase_daily_max,redeem_daily_max,users,new_users,total_purchase_amt,total_redeem_amt,top_user_purchase_share,top_user_redeem_share
2014-08-21,12436,0.364425860405275,0.9203119974268253,13463281,13574241,12436,42,251763517,219963356,0.053475901355477175,0.0617113743254581
2014-08-22,12446,0.36590069098505545,0.9215008838180941,20301996,6853078,12446,43,246316056,179349206,0.08242254414791376,0.038210807579488255
2014-08-23,12459,0.36696364074163257,0.9332209647644273,5116917,29329415,12459,48,141412027,199377531,0.03618445409880165,0.14710491625056787
2014-08-24,12471,0.36941704755031674,0.931841873145698,5084765,20024041,12471,51,130195484,191080151,0.03905484924500146,0.10479393539939164
2014-08-25,12508,0.3700831467860569,0.9154940837863768,9585947,23561694,12508,60,309574223,312413411,0.03096493922234604,0.07541831806957865
2014-08-26,12517,0.3694175920747783,0.9200287608851961,35044198,19996472,12517,60,306945089,285478563,0.11417090305686566,0.07004544155562392
2014-08-27,12527,0.36616907479843536,0.9133072563263351,16694612,69546593,12527,52,302194801,468164147,0.05524453744655918,0.14855172794767643
2014-08-28,12557,0.36648881102174086,0.9182925858087123,5118624,30535507,12557,47,245082751,297893861,0.020885288659094576,0.10250465349468883
2014-08-29,12596,0.36678310574785644,0.9177516671959353,38109227,13776840,12596,72,267554713,273756380,0.14243526706255405,0.050325183288878965
2014-08-30,12603,0.36769023248432914,0.9284297389510434,39028956,18310329,12603,60,199708772,196374134,0.19542935249734547,0.09324206109548012
2014-08-31,12614,0.3709370540669098,0.9182654193752973,98452481,49173769,12614,56,275090213,292943033,0.3578916164494736,0.1678611998258378
