report_date,total_purchase_amt,direct_purchase_amt,purchase_bal_amt,purchase_bank_amt,share_amt,total_redeem_amt,consume_amt,transfer_amt,tftobal_amt,tftocard_amt,tBalance,yBalance,mfd_daily_yield,mfd_7daily_yield,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,is_shibor_observed,days_since_observation
2014-03-24,313180334,310195156,121357732,188837424,2985178,437825259,38247589,399577670,35544574,364033096,20943915442,21068560367,1.4542,5.511,2.5,3.578,3.823,5.148,5.5,5.0,5.0,5.0,True,0
2014-03-25,314345006,311396094,94883459,216512635,2948912,312710515,47181167,265529348,43213212,222316136,20945549933,20943915442,1.446,5.496,2.5,3.6295,4.064,5.125,5.5,5.0,5.0,5.0,True,0
2014-03-26,272935544,269973892,118271061,151702831,2961652,450254233,38674025,411580208,51808075,359772133,20768231244,20945549933,1.4345,5.472,2.52,3.868,4.53,4.835,5.5,5.0,5.0,5.0,True,0
2014-03-27,266231082,263304080,106411792,156892288,2927002,359071642,36993856,322077786,33134383,288943403,20675390684,20768231244,1.4273,5.445,2.658,4.812,5.161,4.938,5.5,5.0,5.0,5.0,True,0
2014-03-28,225966355,223056705,69697401,153359304,2909650,405443946,37979942,367464004,35799401,331664603,20495913093,20675390684,1.4255,5.415,2.75,4.168,5.46,4.769,5.5,5.0,5.0,5.0,True,0
2014-03-29,160250985,157359026,54547795,102811231,2891959,155006056,31519710,123486346,32626204,90860142,20501158022,20495913093,1.4259,5.395,2.75,4.168,5.46,4.769,5.5,5.0,5.0,5.0,False,1
2014-03-30,205533934,202657833,64340475,138317358,2876101,264714811,34723348,229991463,45887646,184103817,20441977145,20501158022,1.4257,5.374,2.75,4.168,5.46,4.769,5.5,5.0,5.0,5.0,False,2
2014-03-31,398884905,396026448,154073551,241952897,2858457,423852634,48345100,375507534,56545010,318962524,20417009416,20441977145,1.431,5.361,2.8,4.184,5.467,4.617,5.5,5.0,5.0,5.0,True,0
2014-04-01,453320585,450478122,146539591,303938531,2842463,277429358,49540539,227888819,37116613,190772206,20592900643,20417009416,1.4368,5.356,2.866,4.205,4.503,4.6,5.5,5.0,5.0,5.0,True,0
2014-04-02,355347118,352449616,141024158,211425458,2897502,272612066,51040952,221571114,28301147,193269967,20675635695,20592900643,1.437,5.357,2.95,4.225,4.504,4.6,5.5,5.0,5.0,5.0,True,0
2014-04-03,363877120,360958034,165866758,195091276,2919086,266605457,45762040,220843417,46915541,173927876,20772907358,20675635695,1.4364,5.362,2.95,4.103,4.457,4.6,5.5,5.0,5.0,5.0,True,0
2014-04-04,251895894,248968008,62838487,186129521,2927886,200192637,37871189,162321448,35154471,127166977,20824610615,20772907358,1.4338,5.367,2.763,2.997,4.278,4.597,5.5,5.0,5.0,5.0,True,0
2014-04-05,202336542,199391149,68763348,130627801,2945393,163199682,43889726,119309956,23061774,96248182,20863747475,20824610615,1.4318,5.37,2.763,2.997,4.278,4.597,5.5,5.0,5.0,5.0,False,1
2014-04-06,129477254,126550557,36688261,89862296,2926697,139576683,29557907,110018776,41472248,68546528,20853648046,20863747475,1.4314,5.373,2.763,2.997,4.278,4.597,5.5,5.0,5.0,5.0,False,2
2014-04-07,196936223,194021386,64582752,129438634,2914837,176966561,40119763,136846798,35095605,101751193,20873617708,20853648046,1.4312,5.373,2.763,2.997,4.278,4.597,5.5,5.0,5.0,5.0,False,3
2014-04-08,354770149,351854096,104834487,247019609,2916053,250015131,44570398,205444733,31814997,173629736,20978372726,20873617708,1.4263,5.368,2.713,3.591,4.21,4.437,5.5,5.0,5.0,5.0,True,0
2014-04-09,383347565,380410136,150308931,230101205,2937429,289330278,50308002,239022276,37522743,201499533,21072390013,20978372726,1.4239,5.36,2.74,3.67,4.182,4.401,5.5,5.0,5.0,5.0,True,0
2014-04-10,386567460,383627601,164835943,218791658,2939859,286914864,53154622,233760242,44846276,188913966,21172042609,21072390013,1.4202,5.351,2.74,3.708,3.715,4.375,5.5,5.0,5.0,5.0,True,0
2014-04-11,237829882,234895147,71143892,163751255,2934735,277077434,84205696,192871738,31674982,161196756,21132795057,21172042609,1.4106,5.339,2.75,3.701,3.703,4.209,5.5,5.0,5.0,5.0,True,0
2014-04-12,177642053,174695525,63462337,111233188,2946528,123295320,39287860,84007460,23075537,60931923,21187141790,21132795057,1.4099,5.327,2.75,3.701,3.703,4.209,5.5,5.0,5.0,5.0,False,1
2014-04-13,208172985,205239452,95888440,109351012,2933533,178934722,50587988,128346734,16961535,111385199,21216380053,21187141790,1.4097,5.315,2.75,3.701,3.703,4.209,5.5,5.0,5.0,5.0,False,2
2014-04-14,309853269,306943182,110231602,196711580,2910087,415986984,40950669,375036315,48560908,326475407,21110246338,21216380053,1.4048,5.3,2.639,3.57,3.7,4.165,5.5,5.0,5.0,5.0,True,0
2014-04-15,428681231,425805725,166536898,259268827,2875506,285293076,35499014,249794062,25902576,223891486,21253634493,21110246338,1.4022,5.287,2.449,3.444,3.388,4.102,5.5,5.0,5.0,5.0,True,0
2014-04-16,387847838,384939019,153844890,231094129,2908819,255914640,43923418,211991222,34265047,177726175,21385567691,21253634493,1.3958,5.272,2.298,2.726,3.003,4.085,5.5,5.0,5.0,5.0,True,0
2014-04-17,355792647,352880124,159555287,193324837,2912523,265341592,38627405,226714187,43037306,183676881,21476018746,21385567691,1.3866,5.253,2.181,2.721,2.764,4.06,5.5,5.0,5.0,5.0,True,0
2014-04-18,239300383,236377510,73108437,163269073,2922873,225952909,32020413,193932496,42736396,151196100,21489366220,21476018746,1.3841,5.239,2.0,2.761,2.782,3.93,5.5,5.0,5.0,5.0,True,0
2014-04-19,268729366,265789873,146828058,118961815,2939493,146374940,33261685,113113255,27904791,85208464,21611720646,21489366220,1.3835,5.224,2.0,2.761,2.782,3.93,5.5,5.0,5.0,5.0,False,1
2014-04-20,191259529,188336377,71649902,116686475,2923152,161057781,35438855,125618926,40827019,84791907,21641922394,21611720646,1.383,5.21,2.0,2.761,2.782,3.93,5.5,5.0,5.0,5.0,False,2
2014-04-21,301134667,298219498,109912061,188307437,2915169,295635256,65340198,230295058,40422597,189872461,21647421805,21641922394,1.3866,5.2,1.98,2.713,2.994,3.767,5.5,5.0,5.0,5.0,True,0
2014-04-22,285248757,282350142,94938709,187411433,2898615,268810141,46610311,222199830,46793868,175405962,21663860421,21647421805,1.3813,5.188,1.9262,3.029,3.311,3.808,5.5,5.0,5.0,5.0,True,0
2014-04-23,313677307,310757394,101574511,209182883,2919913,278470936,47960929,230510007,59708761,170801246,21699066792,21663860421,1.3654,5.171,1.963,3.08,3.715,3.9511,5.5,5.0,5.0,5.0,True,0
2014-04-24,318358891,315468612,141918866,173549746,2890279,224536754,43022139,181514615,33308384,148206231,21792888929,21699066792,1.3515,5.152,2.303,3.521,4.147,4.32,5.5,5.0,5.0,5.0,True,0
2014-04-25,220927432,218042417,83493221,134549196,2885015,227764292,41053152,186711140,30947018,155764122,21786052069,21792888929,1.344,5.13,2.31,3.503,4.329,4.286,5.49,5.0,5.0,5.0,True,0
2014-04-26,151625415,148727987,56777731,91950256,2897428,158122962,34986838,123136124,19403230,103732894,21779554522,21786052069,1.3441,5.109,2.31,3.503,4.329,4.286,5.49,5.0,5.0,5.0,False,1
2014-04-27,146837951,143955720,61671443,82284277,2882231,191915377,28315151,163600226,56209644,107390582,21734477096,21779554522,1.3439,5.087,2.31,3.503,4.329,4.286,5.49,5.0,5.0,5.0,False,2
2014-04-28,324937272,322059893,125000679,197059214,2877379,327724735,53228205,274496530,58440825,216055705,21731689633,21734477096,1.3506,5.067,2.406,4.025,4.543,4.6,5.4982,5.0,5.0,5.0,True,0
2014-04-29,330607104,327753580,127521090,200232490,2853524,307578349,48275458,259302891,68367067,190935824,21754718388,21731689633,1.346,5.048,2.604,4.0738,4.885,4.593,5.5,5.0,5.0,5.0,True,0
2014-04-30,260091330,257193410,79931074,177262336,2897920,281835975,61314568,220521407,48418212,172103195,21732973743,21754718388,1.3511,5.04,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,True,0
2014-05-01,193045106,190175350,58404844,131770506,2869756,143362755,46481549,96881206,18924739,77956467,21782656094,21732973743,1.3364,5.032,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,False,1
2014-05-02,125336258,122453074,33113882,89339192,2883184,121222064,24171256,97050808,24940239,72110569,21786770288,21782656094,1.3362,5.028,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,False,2
2014-05-03,185094488,182203439,54073496,128129943,2891049,199568043,41506485,158061558,44076367,113985191,21772296733,21786770288,1.3361,5.023,2.5,4.134,4.176,4.604,5.495,5.0,5.0,5.0,False,3
2014-05-04,303087562,300180905,88981143,211199762,2906657,413222034,65972622,347249412,53215849,294033563,21662162261,21772296733,1.3543,5.029,2.4,3.683,3.708,4.5,5.482,5.0,5.0,5.0,True,0
2014-05-05,370924149,368099706,102948704,265151002,2824443,309330781,66043856,243286925,50320676,192966249,21723755629,21662162261,1.3378,5.022,2.37,3.14,3.158,4.058,5.4655,5.0,5.0,5.0,True,0
2014-05-06,318002728,315096777,81567892,233528885,2905951,341108696,61126871,279981825,43725251,236256574,21700649661,21723755629,1.3831,5.042,2.37,3.092,3.158,3.941,5.4474,5.0,5.0,5.0,True,0
2014-05-07,417327518,414463880,164553784,249910096,2863638,239372999,40650214,198722785,50672610,148050175,21878604180,21700649661,1.3393,5.036,2.37,3.1125,3.092,3.882,5.4167,5.0,5.0,5.0,True,0
2014-05-08,392838756,390000657,156177372,233823285,2838099,273187499,47941936,225245563,31709467,193536096,21998255437,21878604180,1.3221,5.028,2.23,3.204,3.106,3.79,5.3992,5.0,5.0,5.0,True,0
2014-05-09,281479009,278616335,127662531,150953804,2862674,247743971,48319772,199424199,25566249,173857950,22031990475,21998255437,1.3244,5.022,2.2205,3.194,3.121,3.773,5.3909,5.0,5.0,5.0,True,0
2014-05-10,287240171,284388148,79585779,204802369,2852023,147248328,38040745,109207583,28255521,80952062,22171982318,22031990475,1.3117,5.008,2.2205,3.194,3.121,3.773,5.3909,5.0,5.0,5.0,False,1
2014-05-11,182424063,179585742,55148430,124437312,2838321,152945581,38400973,114544608,22454098,92090510,22201460800,22171982318,1.3115,4.985,2.2205,3.194,3.121,3.773,5.3909,5.0,5.0,5.0,False,2
2014-05-12,325108597,322293245,95909491,226383754,2815352,293952908,48093256,245859652,34572657,211286995,22232616489,22201460800,1.3083,4.969,2.2135,3.18,3.198,3.66,5.3764,5.0,5.0,5.0,True,0
2014-05-13,275241493,272439137,91142159,181296978,2802356,257918375,61456142,196462233,20219614,176242619,22249939607,22232616489,1.3022,4.924,2.35,3.181,3.2498,3.617,5.3414,5.0,5.0,5.0,True,0
2014-05-14,305474522,302621995,100837254,201784741,2852527,316225442,45318037,270907405,25171614,245735791,22239188687,22249939607,1.2986,4.902,2.3666,3.236,3.233,3.5675,5.3198,5.0,5.0,5.0,True,0
2014-05-15,313367089,310522196,93964517,216557679,2844893,238307643,37879297,200428346,39601697,160826649,22314248133,22239188687,1.2971,4.888,2.35,3.1355,3.202,3.651,5.2665,5.0,5.0,5.0,True,0
2014-05-16,231967423,229109632,72479256,156630376,2857791,282094916,37551420,244543496,40061114,204482382,22264120640,22314248133,1.2986,4.874,2.37,3.129,3.127,3.69,5.2418,5.0,5.0,5.01,True,0
2014-05-17,170983868,168161205,50405690,117755515,2822663,145854372,32944450,112909922,36624963,76284959,22289250136,22264120640,1.2818,4.858,2.37,3.129,3.127,3.69,5.2418,5.0,5.0,5.01,False,1
2014-05-18,164419642,161609998,51132867,110477131,2809644,153440019,40062277,113377742,26863477,86514265,22300229759,22289250136,1.2816,4.842,2.37,3.129,3.127,3.69,5.2418,5.0,5.0,5.01,False,2
2014-05-19,259077930,256179008,71313677,184865331,2898922,293791406,51391608,242399798,60660169,181739629,22265516283,22300229759,1.3283,4.853,2.396,3.1,3.1318,3.736,5.2142,5.0,5.0,5.011,True,0
2014-05-20,453955303,451059660,243711613,207348047,2895643,260040720,47536760,212503960,22815508,189688452,22459430866,22265516283,1.3308,4.868,2.427,3.361,3.579,4.095,5.1772,5.0,5.0,5.003,True,0
2014-05-21,297799722,294888620,130386891,164501729,2911102,250223726,45455883,204767843,29873517,174894326,22507006862,22459430866,1.323,4.882,2.528,3.353,3.925,4.2,5.1215,5.0,5.0,5.0026,True,0
2014-05-22,344636549,341774952,167436704,174338248,2861597,251108485,45562332,205546153,29111692,176434461,22600534926,22507006862,1.2887,4.877,2.51,3.419,3.919,4.203,5.0935,5.0,5.0,5.0014,True,0
2014-05-23,249546195,246693653,114513174,132180479,2852542,229000787,60184458,168816329,29314656,139501673,22621080334,22600534926,1.281,4.867,2.53,3.405,3.908,4.0685,5.0675,5.0,5.0,5.0013,True,0
2014-05-24,160073254,157281426,57666965,99614461,2791828,154409868,30780112,123629756,24105065,99524691,22626743720,22621080334,1.2488,4.849,2.53,3.405,3.908,4.0685,5.0675,5.0,5.0,5.0013,False,1
2014-05-25,166943526,164165899,67087564,97078335,2777627,231004758,45685873,185318885,32503867,152815018,22562682488,22626743720,1.2486,4.831,2.53,3.405,3.908,4.0685,5.0675,5.0,5.0,5.0013,False,2
2014-05-26,344890868,342134083,145189089,196944994,2756785,274707572,54429404,220278168,32625021,187653147,22632865784,22562682488,1.249,4.788,2.5025,3.195,3.822,4.1,5.0413,5.0,5.0,5.0012,True,0
2014-05-27,299049555,296280007,95780761,200499246,2769548,321965845,54053714,267912131,39321226,228590905,22609949494,22632865784,1.2548,4.746,2.541,3.247,3.39,4.0,5.0197,5.0,5.0,5.0002,True,0
2014-05-28,276134813,273325022,78926517,194398505,2809791,415891684,74293409,341598275,45105847,296492428,22470192623,22609949494,1.2597,4.712,2.51,3.2,3.33,3.94,4.9768,5.0,5.0,5.0001,True,0
2014-05-29,320549863,317800649,135204257,182596392,2749214,313827800,54803737,259024063,44776734,214247329,22476914686,22470192623,1.2381,4.684,2.51,3.215,3.349,3.877,4.9418,4.999,5.0,5.0001,True,0
2014-05-30,226547701,223709770,95966704,127743066,2837931,312802179,52407524,260394655,39094557,221300098,22390660208,22476914686,1.279,4.683,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,True,0
2014-05-31,146823669,144080973,52834335,91246638,2742696,142862063,23557943,119304120,41776332,77527788,22394621814,22390660208,1.2376,4.677,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,False,1
2014-06-01,183489775,180762669,55046557,125716112,2727106,149829253,33825537,116003716,32936169,83067547,22428282336,22394621814,1.2364,4.67,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,False,2
2014-06-02,158219402,155516287,48900709,106615578,2703115,170409506,38668393,131741113,42274603,89466510,22416092232,22428282336,1.2305,4.66,2.57,3.23,3.324,3.861,4.925,4.9998,5.0,5.0,False,3
2014-06-03,270887462,268143582,83629149,184514433,2743880,385622582,55464815,330157767,42540883,287616884,22301357112,22416092232,1.2473,4.656,2.521,3.18,3.38,3.716,4.883,4.9958,4.998,5.0,True,0
2014-06-04,274460744,271682147,71225908,200456239,2778597,303978838,54260600,249718238,28188601,221529637,22271839018,22301357112,1.2611,4.657,2.561,3.152,3.334,3.931,4.855,4.9868,4.9967,5.0,True,0
2014-06-05,380042567,377223821,128566594,248657227,2818746,355645445,89226348,266419097,62031088,204388009,22296236140,22271839018,1.2818,4.681,2.576,3.07,3.448,3.878,4.8393,4.9733,4.9967,5.0,True,0
2014-06-06,301413900,298679366,111954129,186725237,2734534,274862067,55681761,219180306,55267471,163912835,22322787973,22296236140,1.2476,4.664,2.5808,3.15,3.442,3.984,4.8259,4.9609,4.9959,5.0,True,0
2014-06-07,187801995,185054361,70098919,114955442,2747634,146203577,38318930,107884647,37280499,70604148,22364386391,22322787973,1.2474,4.669,2.5808,3.15,3.442,3.984,4.8259,4.9609,4.9959,5.0,False,1
2014-06-08,302171269,299436270,185513854,113922416,2734999,169525332,36440988,133084344,36849979,96234365,22497032328,22364386391,1.2473,4.675,2.5808,3.15,3.442,3.984,4.8259,4.9609,4.9959,5.0,False,2
2014-06-09,366114374,363337491,145389158,217948333,2776883,287520152,52422163,235097989,36264508,198833481,22575626550,22497032328,1.2719,4.698,2.58,3.13,3.158,4.161,4.8181,4.9603,4.9938,5.0,True,0
2014-06-10,354031597,351275811,104890851,246384960,2755786,298190025,68280581,229909444,43253854,186655590,22631468122,22575626550,1.2628,4.706,2.57,3.13,3.132,4.159,4.8095,4.9615,4.9946,5.0,True,0
2014-06-11,327661453,324824312,114930250,209894062,2837141,246127540,80918118,165209422,22604403,142605019,22713002035,22631468122,1.2723,4.712,2.592,3.15,3.223,4.381,4.7941,4.9606,4.9926,5.0,True,0
2014-06-12,332365185,329539251,112210380,217328871,2825934,236467885,75247726,161220159,44402104,116818055,22808899335,22713002035,1.2625,4.702,2.597,3.154,3.25,4.719,4.7862,4.9601,4.9925,5.0,True,0
2014-06-13,216923770,214045806,51040378,163005428,2877964,386799040,56967852,329831188,44823413,285007775,22639024065,22808899335,1.2801,4.719,2.6,3.04,3.259,4.814,4.7794,4.96,4.9935,5.0,True,0
2014-06-14,181574530,178733395,59184032,119549363,2841135,229916191,29831979,200084212,36576832,163507380,22590682404,22639024065,1.2678,4.73,2.6,3.04,3.259,4.814,4.7794,4.96,4.9935,5.0,False,1
2014-06-15,166080126,163263976,41933752,121330224,2816150,116623756,30194033,86429723,25396456,61033267,22640138774,22590682404,1.2677,4.742,2.6,3.04,3.259,4.814,4.7794,4.96,4.9935,5.0,False,2
2014-06-16,387308484,384522342,120664648,263857694,2786142,492349489,58644674,433704815,28981923,404722892,22535097769,22640138774,1.2581,4.734,2.6,3.006,3.237,5.058,4.7777,4.951,4.9889,5.0,True,0
2014-06-17,270350693,267626738,87121582,180505156,2723955,502560223,46759557,455800666,37324504,418476162,22302888239,22535097769,1.2436,4.724,2.6,3.031,3.568,4.941,4.7825,4.9347,4.9867,5.0,True,0
2014-06-18,335262709,332565225,131652090,200913135,2697484,421920230,43682078,378238152,57752818,320485334,22216230718,22302888239,1.2244,4.697,2.639,3.074,4.511,4.972,4.7767,4.9277,4.9842,5.0,True,0
2014-06-19,338609087,335998519,177935245,158063274,2610568,284956260,45420417,239535843,47067117,192468726,22269883545,22216230718,1.193,4.66,2.698,3.093,4.03,5.233,4.7692,4.9216,4.9805,5.0,True,0
2014-06-20,251582530,248879061,71879168,176999893,2703469,286583065,44882716,241700349,35442161,206258188,22234883010,22269883545,1.2332,4.634,2.759,3.402,4.578,5.435,4.7751,4.9139,4.9796,5.0,True,0
2014-06-21,177999186,175409451,55976436,119433015,2589735,231003775,54561773,176442002,24826865,151615137,22181878421,22234883010,1.1774,4.585,2.759,3.402,4.578,5.435,4.7751,4.9139,4.9796,5.0,False,1
2014-06-22,147180819,144611888,41425751,103186137,2568931,361285652,49236322,312049330,31032946,281016384,21967773588,22181878421,1.1773,4.535,2.759,3.402,4.578,5.435,4.7751,4.9139,4.9796,5.0,False,2
2014-06-23,232227670,229685312,80147560,149537752,2542358,373779624,47744484,326035140,31937942,294097198,21826221634,21967773588,1.1818,4.494,2.755,3.448,4.603,5.526,4.7761,4.9136,4.9777,5.0,True,0
2014-06-24,245450766,242915326,78189756,164725570,2535440,428471509,80582484,347889025,41106958,306782067,21643200891,21826221634,1.1875,4.463,2.971,3.483,4.697,5.638,4.7679,4.9081,4.9747,5.0,True,0
2014-06-25,264663201,262227341,79464890,182762451,2435860,547295931,79096124,468199807,60137721,408062086,21360568161,21643200891,1.1376,4.416,2.995,3.464,5.06,5.492,4.7582,4.9059,4.9722,5.0,True,0
2014-06-26,297628039,295269783,93994567,201275216,2358256,418742109,66292846,352449263,41056937,311392326,21239454091,21360568161,1.1175,4.375,2.974,3.552,5.147,5.035,4.7478,4.9033,4.9677,5.0,True,0
2014-06-27,264282703,261895380,122909502,138985878,2387323,399444352,44685853,354758499,49196393,305562106,21104292442,21239454091,1.1403,4.324,2.885,3.781,5.184,5.012,4.7482,4.901,4.9664,5.0,True,0
2014-06-28,153826161,151482880,56997812,94485068,2343281,283400236,59857221,223543015,27109313,196433702,20974718367,21104292442,1.1247,4.296,2.885,3.781,5.184,5.012,4.7482,4.901,4.9664,5.0,False,1
2014-06-29,158801540,156485272,41574314,114910958,2316268,261170799,48105024,213065775,28779118,184286657,20872349108,20974718367,1.1245,4.267,2.885,3.781,5.184,5.012,4.7482,4.901,4.9664,5.0,False,2
2014-06-30,334054112,331761678,76383658,255378020,2292434,456547794,71593561,384954233,71086987,313867246,20749855426,20872349108,1.1234,4.235,2.913,3.867,5.394,5.004,4.7499,4.9007,4.9658,5.0,True,0
2014-07-01,384428753,382080337,84648368,297431969,2348416,374164541,76352332,297812209,57115920,240696289,20760119638,20749855426,1.1619,4.221,3.017,4.421,4.711,5.001,4.7499,4.9004,4.9654,5.0,True,0
2014-07-02,384555819,382237475,124686586,257550889,2318344,328950951,54590504,274360447,56038073,218322374,20815724506,20760119638,1.1374,4.221,3.02,3.927,4.089,4.891,4.75,4.9001,4.9672,5.0,True,0
2014-07-03,297894643,295575412,117330905,178244507,2319231,289009780,72000589,217009191,34501699,182507492,20824609369,20815724506,1.1345,4.23,2.96,3.393,3.5,4.132,4.75,4.9001,4.9654,5.0,True,0
2014-07-04,211649838,209348291,47444497,161903794,2301547,264494550,58159245,206335305,40925658,165409647,20771764657,20824609369,1.1211,4.22,2.94,3.42,3.5,4.063,4.75,4.9,4.9652,5.0,True,0
2014-07-05,169383796,167078182,63429360,103648822,2305614,272535138,46886012,225649126,43470834,182178292,20668613315,20771764657,1.121,4.218,2.94,3.42,3.5,4.063,4.75,4.9,4.9652,5.0,False,1
2014-07-06,199569025,197287738,58678071,138609667,2281287,195530758,42738122,152792636,28637443,124155193,20672651582,20668613315,1.1209,4.216,2.94,3.42,3.5,4.063,4.75,4.9,4.9652,5.0,False,2
2014-07-07,272182847,269914951,66462026,203452925,2267896,317612569,63467426,254145143,59847001,194298142,20627221860,20672651582,1.1216,4.215,2.952,3.421,3.446,4.047,4.7495,4.9,4.9641,5.0,True,0
2014-07-08,224240103,221992553,61280454,160712099,2247550,340453063,57017247,283435816,62162605,221273211,20511008900,20627221860,1.1183,4.191,3.253,3.52,3.782,4.046,4.75,4.9,4.9607,5.0,True,0
2014-07-09,278005555,275740766,100407528,175333238,2264789,269642881,44472135,225170746,49920081,175250665,20519371574,20511008900,1.1169,4.18,3.351,3.736,4.023,4.1,4.749,4.9,4.9628,5.0,True,0
2014-07-10,283095921,280808940,76920429,203888511,2286981,326009240,71503879,254505361,49578125,204927236,20476458255,20519371574,1.1305,4.178,3.3,3.711,4.069,4.1545,4.7438,4.9,4.9608,5.0,True,0
2014-07-11,208671021,206409952,49110187,157299765,2261069,240050748,37145193,202905555,50829376,152076179,20445078528,20476458255,1.12,4.177,3.285,3.723,4.153,4.163,4.7423,4.9,4.9616,5.0,True,0
2014-07-12,177644343,175393033,75425505,99967528,2251310,149081488,40240325,108841163,27984837,80856326,20473641383,20445078528,1.113,4.173,3.285,3.723,4.153,4.163,4.7423,4.9,4.9616,5.0,False,1
2014-07-13,179759885,177520917,66176740,111344177,2238968,199459990,37261668,162198322,30133300,132065022,20453941278,20473641383,1.1125,4.169,3.285,3.723,4.153,4.163,4.7423,4.9,4.9616,5.0,False,2
2014-07-14,254797524,252543988,88262667,164281321,2253536,284753279,52533556,232219723,23824522,208395201,20423985523,20453941278,1.1284,4.172,3.255,3.7035,4.299,4.313,4.7461,4.9001,4.9618,5.0,True,0
2014-07-15,334810012,332554408,116023440,216530968,2255604,261722182,59644641,202077541,27658319,174419222,20497073353,20423985523,1.1341,4.181,3.218,3.646,4.18,4.417,4.7485,4.9001,4.9618,5.0,True,0
2014-07-16,394890140,392596651,170324655,222271996,2293489,234775948,59605459,175170489,31190665,143979824,20657187545,20497073353,1.1377,4.192,3.2472,3.65,4.391,4.492,4.7487,4.9,4.9608,5.0,True,0
2014-07-17,253011280,250755039,73862280,176892759,2256241,298279385,104717040,193562345,32255120,161307225,20611919440,20657187545,1.1133,4.183,3.2465,3.641,4.4,4.588,4.7448,4.9,4.9616,5.0,True,0
2014-07-18,208959595,206677714,62723841,143953873,2281881,208671287,60675775,147995512,20805733,127189779,20612207748,20611919440,1.1215,4.184,3.245,3.651,4.988,4.73,4.7467,4.9,4.9616,5.0,True,0
2014-07-19,210318023,208048192,108711944,99336248,2269831,155464283,31681543,123782740,15507755,108274985,20667061488,20612207748,1.1131,4.184,3.245,3.651,4.988,4.73,4.7467,4.9,4.9616,5.0,False,1
2014-07-20,176449304,174193562,58331429,115862133,2255742,174462836,38768091,135694745,29227103,106467642,20669047956,20667061488,1.1129,4.184,3.245,3.651,4.988,4.73,4.7467,4.9,4.9616,5.0,False,2
2014-07-21,378088594,375786236,188430013,187356223,2302358,434191479,54882116,379309363,39353239,339956124,20612945071,20669047956,1.1428,4.192,3.318,3.694,4.991,5.03,4.7467,4.9,4.9607,5.0,True,0
2014-07-22,243084133,240854173,90700778,150153395,2229960,369043423,98632913,270410510,31942129,238468381,20486985781,20612945071,1.1166,4.182,3.253,3.848,5.159,5.115,4.7465,4.9,4.9605,5.0,True,0
2014-07-23,265461894,263182434,114917590,148264844,2279460,308353077,56660566,251692511,45278350,206414161,20444094598,20486985781,1.1266,4.176,3.295,4.202,5.15,5.271,4.7525,4.9,4.9604,5.0,True,0
2014-07-24,277044480,274781793,106071922,168709871,2262687,347622431,70641581,276980850,42338290,234642560,20373516647,20444094598,1.1215,4.181,3.313,4.101,5.273,5.278,4.7465,4.9,4.9604,5.0,True,0
2014-07-25,181641088,179379699,63336575,116043124,2261389,262874791,70693254,192181537,35509270,156672267,20292282944,20373516647,1.1244,4.182,3.348,4.081,4.821,4.95,4.7465,4.9,4.9603,5.0,True,0
2014-07-26,128268053,126012255,54186270,71825985,2255798,282653341,51725809,230927532,29639068,201288464,20137897656,20292282944,1.1221,4.187,3.348,4.081,4.821,4.95,4.7465,4.9,4.9603,5.0,False,1
2014-07-27,151406251,149177264,80780644,68396620,2228987,166610652,50588888,116021764,35246941,80774823,20122693255,20137897656,1.122,4.192,3.348,4.081,4.821,4.95,4.7465,4.9,4.9603,5.0,False,2
2014-07-28,371762756,369535407,214062345,155473062,2227349,345986909,51656382,294330527,30372288,263958239,20148469102,20122693255,1.1276,4.184,3.304,4.013,4.628,4.398,4.7465,4.9,4.9602,5.0,True,0
2014-07-29,228093046,225904582,85325202,140579380,2188464,303480103,41066657,262413446,23956498,238456948,20073082045,20148469102,1.1156,4.183,3.2503,3.907,4.6,4.141,4.739,4.9,4.9601,5.0,True,0
2014-07-30,209917272,207702516,64808558,142893958,2214756,250117716,53868111,196249605,25897612,170351993,20032881601,20073082045,1.1162,4.178,3.2502,3.914,4.525,4.144,4.7316,4.9,4.959,5.0,True,0
2014-07-31,191728916,189518581,56346135,133172446,2210335,277194379,53122061,224072318,33843617,190228701,19947416138,20032881601,1.1156,4.174,3.204,3.98,3.979,4.2,4.7215,4.9,4.9588,5.0,True,0
2014-08-01,374884735,372678958,135715324,236963634,2205777,252540858,84227601,168313257,31013339,137299918,20069760015,19947416138,1.1173,4.171,3.196,3.907,4.047,4.21,4.7149,4.9,4.9558,5.0,True,0
2014-08-02,189092130,186889349,78478704,108410645,2202781,172250225,41930977,130319248,34359098,95960150,20086601920,20069760015,1.118,4.168,3.196,3.907,4.047,4.21,4.7149,4.9,4.9558,5.0,False,1
2014-08-03,173825397,171634865,62120575,109514290,2190532,127125217,40828571,86296646,23794226,62502420,20133302100,20086601920,1.1178,4.166,3.196,3.907,4.047,4.21,4.7149,4.9,4.9558,5.0,False,2
