report_date,observed_users,opening_balance_amt,closing_balance_amt,direct_inflow_amt,balance_purchase_inflow_amt,bankcard_purchase_inflow_amt,profit_share_inflow_amt,total_inflow_amt,total_outflow_amt,transfer_outflow_amt,consume_outflow_amt,transfer_to_balance_amt,transfer_to_card_amt,direct_inflow_users,profit_share_users,total_outflow_users,transfer_outflow_users,net_flow_amt,profit_share_per_10000_opening_balance,direct_inflow_share,bankcard_direct_inflow_share,transfer_outflow_share,mfd_daily_yield,mfd_7daily_yield,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,is_shibor_observed,days_since_observation
2013-12-23,4979,6994376148,7054645270,197669761,70138872,127530889,1077606,198747367,138478245,113632229,24846016,40662170,72970059,341,3253,483,158,60269122,1.5406749325429616,0.9945780111894513,0.6451714635300237,0.8205781998464813,1.6189,5.67,4.515,8.843,8.246,7.656,5.516,4.8151,4.8422,4.8656,True,0
2013-12-24,5010,7054645270,7241443693,304333324,189794936,114538388,1073010,305406334,118607911,97048791,21559120,25956197,71092594,373,3283,474,159,186798423,1.5209978091499419,0.9964866151073344,0.3763583510821838,0.8182320233259989,1.611,5.757,4.145,6.197,5.761,6.605,5.5174,4.8369,4.8622,4.8856,True,0
2013-12-25,5045,7241443693,7448764361,378896458,207488097,171408361,1179690,380076148,172755480,144799451,27956029,25199652,119599799,396,3415,436,134,207320668,1.6290812302253443,0.9968961746055162,0.45238839630430117,0.8381757325440559,1.7012,5.893,4.05,5.616,5.941,6.509,5.522,4.8588,4.8823,4.9034,True,0
2013-12-26,5077,7448764361,7427199206,219035100,86180958,132854142,1252309,220287409,241852564,220480509,21372055,21879648,198600861,368,3459,474,159,-21565155,1.681230522684808,0.9943151131256893,0.6065427047993678,0.9116318857798009,1.7674,6.032,4.001,5.329,6.14,6.57,5.538,4.8763,4.8982,4.9203,True,0
2013-12-27,5117,7427199206,7474795625,209818922,71581657,138237265,1300045,211118967,163522548,141149171,22373377,16737992,124411179,369,3493,459,160,47596419,1.7503839118112918,0.9938421212528953,0.658840793205486,0.8631786424952234,1.803,6.192,3.513,5.067,5.949,6.492,5.5465,4.8942,4.9142,4.9361,True,0
2013-12-28,5155,7474795625,7606220411,191506544,82079222,109427322,1301462,192808006,61383220,42865584,18517636,10339282,32526302,344,3535,400,128,131424786,1.7411338922059156,0.9932499587180006,0.5714025208454495,0.6983273930562782,1.7889,6.346,3.513,5.067,5.949,6.492,5.5465,4.8942,4.9142,4.9361,False,1
2013-12-29,5176,7606220411,7712563769,160179393,80308840,79870553,1293954,161473347,55129989,39204803,15925186,5655465,33549338,298,3521,373,119,106343358,1.7011786801874733,0.9919865784413325,0.498631887061777,0.7111338803278194,1.7886,6.5,3.513,5.067,5.949,6.492,5.5465,4.8942,4.9142,4.9361,False,2
2013-12-30,5238,7712563769,7819095923,285062954,121679259,163383695,1295824,286358778,179826624,159174290,20652334,40393506,118780784,427,3510,495,159,106532154,1.6801468860568198,0.9954748235446095,0.5731495191058744,0.8851541916284876,1.7947,6.598,3.205,4.841,5.907,6.122,5.553,4.9068,4.9277,4.9485,True,0
2013-12-31,5258,7819095923,7950715327,264556746,115229028,149327718,1295188,265851934,134232530,110591750,23640780,19505479,91086271,412,3519,498,148,131619404,1.656442142102622,0.9951281603240095,0.5644449452065758,0.8238818861568057,1.7869,6.696,3.148,5.25,5.962,5.913,5.5565,4.9205,4.94,4.9606,True,0
2014-01-01,5293,7950715327,8204274137,329555717,93419831,236135886,1370848,330926565,77367755,55616967,21750788,15782631,39834336,411,3638,451,123,253558810,1.7241819680610482,0.9958575462202619,0.7165279611884263,0.7188649457386995,1.7807,6.74,3.148,5.25,5.962,5.913,5.5565,4.9205,4.94,4.9606,False,1
2014-01-02,5340,8204274137,8449075426,433531489,145093807,288437682,1425250,434956739,190155450,167214402,22941048,26734732,140479670,497,3668,505,131,244801289,1.7372042623153514,0.9967232373424613,0.6653211803952723,0.8793563476618734,1.8092,6.763,3.131,4.981,5.759,5.91,5.5657,4.9306,4.9501,4.9677,True,0
2014-01-03,5374,8449075426,8663435976,340640596,143850914,196789682,1434209,342074805,127714255,103872946,23841309,27165547,76707399,430,3692,511,194,214360550,1.6974744900330352,0.9958073234887908,0.5777047254813986,0.81332303899827,1.7847,6.753,3.006,4.711,5.524,6.201,5.5661,4.9389,4.9582,4.9757,True,0
2014-01-04,5414,8663435976,8749652812,184607251,49062116,135545135,1478659,186085910,99869074,77903302,21965772,10496655,67406647,341,3732,435,140,86216836,1.706781240256493,0.9920538905927913,0.734235162843089,0.7800543139110312,1.7751,6.745,3.006,4.711,5.524,6.201,5.5661,4.9389,4.9582,4.9757,False,1
2014-01-05,5483,8749652812,8798901523,204559800,61986069,142573731,1470907,206030707,156781996,135938439,20843557,37596243,98342196,361,3713,410,120,49248711,1.6811032753010222,0.9928607389577128,0.6969782479255455,0.8670538867230648,1.7748,6.738,3.006,4.711,5.524,6.201,5.5661,4.9389,4.9582,4.9757,False,2
2014-01-06,5514,8798901523,9050477936,441042872,198531158,242511714,1451170,442494042,190917629,165907730,25009899,35042141,130865589,461,3699,517,166,251576413,1.649262690583246,0.9967204756171609,0.5498597288292645,0.8690016258268114,1.774,6.726,2.92,4.633,5.433,6.475,5.5732,4.9476,4.966,4.9824,True,0
2014-01-07,5560,9050477936,9502231639,588222460,231240835,356981625,1504036,589726496,137972793,110441587,27531206,23886191,86555396,456,3740,501,149,451753703,1.6618304697671384,0.9974496041636223,0.6068820034515513,0.8004591673374329,1.8086,6.738,2.875,4.259,5.074,5.925,5.576,4.9547,4.9713,4.9869,True,0
2014-01-08,5621,9502231639,9552376725,262398195,73458333,188939862,1626965,264025160,213880074,189481690,24398384,22175353,167306337,435,3889,578,181,50145086,1.7121925267770248,0.9938378410602989,0.7200501588816188,0.8859249319317142,1.822,6.761,2.83,4.126,4.927,5.65,5.5821,4.9585,4.9742,4.9904,True,0
2014-01-09,5646,9552376725,9692683975,279057823,115504758,163553065,1640664,280698487,140391237,114535572,25855665,27071650,87463922,449,3908,531,172,140307250,1.717545326396243,0.9941550664646084,0.5860902347826314,0.8158313470804449,1.7647,6.737,2.794,4.02,4.799,6.314,5.5837,4.964,4.9776,4.9929,True,0
2014-01-10,5701,9692683975,9813222458,236112121,81263442,154848679,1685515,237797636,117259153,90800403,26458750,26710276,64090127,439,3956,506,165,120538483,1.7389559015308762,0.9929119774765128,0.655826894206757,0.7743566338058062,1.7878,6.738,2.766,4.041,4.75,5.675,5.5841,4.9673,4.9818,4.9934,True,0
2014-01-11,5764,9813222458,9985095714,241731696,147087308,94644388,1671742,243403438,71530182,40910074,30620108,14724475,26185599,367,3982,487,159,171873256,1.7035606877913498,0.9931318061333217,0.39152659566828174,0.571927441761577,1.7439,6.721,2.766,4.041,4.75,5.675,5.5841,4.9673,4.9818,4.9934,False,1
2014-01-12,5836,9985095714,10071845246,226592609,70170242,156422367,1662735,228255344,141505812,117499996,24005816,26923654,90576342,356,3955,461,156,86749532,1.6652168868733992,0.9927154608042824,0.6903242241233032,0.8303545581576536,1.7434,6.703,2.766,4.041,4.75,5.675,5.5841,4.9673,4.9818,4.9934,False,2
2014-01-13,5945,10071845246,10340128524,445546064,140961565,304584499,1660986,447207050,178923772,157020238,21903534,31182941,125837297,509,3950,532,185,268283278,1.6491377294142353,0.99628586803361,0.6836206704768466,0.8775817558775812,1.7584,6.695,2.738,4.013,4.636,6.465,5.5849,4.9715,4.984,4.9955,True,0
2014-01-14,6076,10340128524,10537257263,355227951,136709487,218518464,1679177,356907128,159778389,130147089,29631300,26903661,103243428,521,3975,554,183,197128739,1.6239420971437046,0.9952951990356438,0.6151499716867719,0.8145475105522563,1.7634,6.67,2.7395,4.0036,4.69,6.4842,5.5865,4.9742,4.9855,4.9977,True,0
2014-01-15,6136,10537257263,10751047734,389643679,64750474,324893205,1765039,391408718,177618247,138809789,38808458,28292066,110517723,479,4131,539,192,213790471,1.6750459402729685,0.9954905475559693,0.833821315499898,0.7815063561572027,1.7295,6.618,2.7513,3.965,4.641,6.742,5.5846,4.9757,4.9896,4.9997,True,0
2014-01-16,6215,10751047734,10972827391,373159557,106140501,267019056,1787526,374947083,153167426,129301605,23865821,26988051,102313554,566,4192,563,183,221779657,1.6626528355436285,0.995232591261418,0.7155626889116496,0.8441847485247941,1.723,6.595,2.7723,4.256,4.679,6.693,5.5812,4.9788,4.9913,4.9999,True,0
2014-01-17,6241,10972827391,11190869034,343608394,88624595,254983799,1818459,345426853,127385210,105505214,21879996,18305723,87199491,489,4228,554,203,218041643,1.6572383171647396,0.9947356177314912,0.7420767462392086,0.8282375481423628,1.7139,6.554,2.817,4.776,4.735,6.964,5.5868,4.9821,4.9918,5.0002,True,0
2014-01-18,6268,11190869034,11281199880,231380252,89497089,141883163,1820436,233200688,142869842,106329496,36540346,31449193,74880303,381,4262,529,165,90330846,1.6267154896274518,0.9921936936995658,0.6132034249837363,0.7442403135015716,1.6772,6.517,2.817,4.776,4.735,6.964,5.5868,4.9821,4.9918,5.0002,False,1
2014-01-19,6268,11281199880,11348652551,183275869,45738067,137537802,1806153,185082022,117629351,87677116,29952235,21831199,65845917,374,4239,526,183,67452671,1.601029162865963,0.9902413374325465,0.7504414124480294,0.7453676761338248,1.6767,6.48,2.817,4.776,4.735,6.964,5.5868,4.9821,4.9918,5.0002,False,2
2014-01-20,6353,11348652551,11241417494,333912224,66330226,267581998,1848803,335761027,442996084,397892477,45103607,36654039,361238438,519,4222,603,216,-107235057,1.629094724410336,0.9944936938735299,0.8013543044174387,0.898185088697082,1.7235,6.46,3.888,6.329,5.538,7.472,5.5893,4.9854,4.993,5.0001,True,0
2014-01-21,6382,11241417494,11351446969,411045427,105334037,305711390,1809184,412854611,302825136,254014611,48810525,34959044,219055567,511,4238,605,215,110029475,1.6093913431874893,0.9956178665520584,0.7437411291282897,0.8388161377726584,1.6958,6.423,3.641,5.535,5.562,7.427,5.591,4.9873,4.9936,5.0001,True,0
2014-01-22,6406,11351446969,11557321387,496881726,116679482,380202244,1848880,498730606,292856188,257460034,35396154,50621581,206838453,512,4368,553,210,205874418,1.628761518288515,0.9962928282769155,0.7651765482717712,0.8791346898225691,1.6853,6.398,3.676,5.224,5.56,6.95,5.5924,4.9887,4.9935,5.0001,True,0
2014-01-23,6428,11557321387,11829747156,479509602,102994484,376515118,1940495,481450097,209024328,171903922,37120406,30727063,141176859,474,4401,510,198,272425769,1.6790179445755686,0.9959694784317387,0.7852087141312344,0.8224110736047912,1.7491,6.413,3.7,5.293,5.94,6.708,5.5926,4.9904,4.9943,5.0001,True,0
2014-01-24,6467,11829747156,12098022049,612133670,144614549,467519121,1970224,614103894,345829001,307902425,37926576,29754999,278147426,535,4420,526,206,268274893,1.665482764778037,0.996791708993788,0.7637533171472172,0.8903314184457306,1.7296,6.422,3.7193,4.449,6.765,6.817,5.5946,4.9922,4.995,5.0001,True,0
2014-01-25,6526,12098022049,12353351816,438919123,125183326,313735797,1935500,440854623,185524856,141148777,44376079,33390830,107757947,440,4439,415,175,255329767,1.5998482993011116,0.9956096638233507,0.7147918159856526,0.7608079048987376,1.6815,6.424,3.7193,4.449,6.765,6.817,5.5946,4.9922,4.995,5.0001,False,1
2014-01-26,6600,12353351816,12550001817,526466645,101475502,424991143,1935875,528402520,331752519,312301219,19451300,39439760,272861459,528,4422,459,211,196650001,1.5670848113405662,0.9963363630438401,0.8072517927512768,0.9413680412777815,1.695,6.434,4.4,4.717,6.35,6.995,5.5962,4.9929,4.9966,5.0001,True,0
2014-01-27,6626,12550001817,12926555440,655298101,196149985,459148116,1901383,657199484,280645861,243877573,36768288,58856167,185021406,582,4390,445,208,376553623,1.515045995789755,0.9971068403942934,0.7006706036524895,0.8689868866443037,1.6915,6.416,4.534,4.689,6.092,6.83,5.5989,4.9933,4.9984,5.0001,True,0
2014-01-28,6683,12926555440,13521645866,841426055,202335691,639090364,1998687,843424742,248334316,215384223,32950093,47826061,167558162,619,4437,443,219,595090426,1.5461868471280853,0.9976302722691529,0.7595324154776738,0.867315586783423,1.7398,6.441,4.8477,4.9657,6.807,7.333,5.5998,4.9931,4.9994,5.0001,True,0
2014-01-29,6735,13521645866,14258960858,950357375,102260088,848097287,2122283,952479658,215164666,166564193,48600473,38228588,128335605,582,4604,420,199,737314992,1.5695448771783416,0.9977718337791525,0.8923982801732875,0.7741242839565489,1.6693,6.432,4.8,5.108,7.072,7.192,5.6,4.9938,4.9996,5.0001,True,0
2014-01-30,6749,14258960858,14381588964,225754304,44901628,180852676,2161907,227916211,105288105,86348151,18939954,13588206,72759945,292,4664,331,140,122628106,1.516174300167926,0.9905144658621935,0.8011040002143215,0.8201130697527512,1.6193,6.36,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,True,0
2014-01-31,6783,14381588964,14420780750,85045931,20914075,64131856,2278244,87324175,48132389,37826735,10305654,7796701,30030034,204,4722,242,72,39191786,1.584139280925704,0.9739105007290364,0.7540849426411712,0.7858894142985506,1.609,6.293,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,False,1
2014-02-01,6780,14420780750,14423540862,61983151,14043513,47939638,2304021,64287172,61527060,50152690,11374370,18881191,31271499,199,4741,309,99,2760112,1.597708917389927,0.9641604860142238,0.7734301536235226,0.815132236125048,1.6086,6.253,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,False,2
2014-02-02,6793,14423540862,14457057903,55617117,20359506,35257611,2295644,57912761,24395720,12802777,11592943,2770284,10032493,165,4722,256,58,33517041,1.5915953107243326,0.9603603081538454,0.6339345313422126,0.5247960297953903,1.6083,6.205,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,False,3
2014-02-03,6831,14457057903,14495278557,82037541,22041714,59995827,2292307,84329848,46109194,26038454,20070740,4221624,21816830,183,4704,275,74,38220654,1.5855971632543027,0.972817370665722,0.7313216153078016,0.564712842302123,1.608,6.158,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,False,4
2014-02-04,6850,14495278557,14534004870,81355092,14062302,67292790,2298554,83653646,44927333,30498810,14428523,9930337,20568473,202,4721,290,93,38726313,1.5857259941306832,0.9725229669009287,0.8271490861321871,0.6788475514449077,1.6078,6.085,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,False,5
2014-02-05,6883,14534004870,14647641156,206723577,21148444,185575133,2320413,209043990,95407704,61393389,34014315,14581824,46811565,187,4777,338,104,113636286,1.5965406787427339,0.9888998817904308,0.8976969907984903,0.6434846079096506,1.6072,6.051,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,False,6
2014-02-06,6940,14647641156,14763866096,225540877,30213062,195327815,2319399,227860276,111635336,74360181,37275155,27131322,47228859,282,4802,425,121,116224940,1.5834624669583215,0.9898209594023313,0.8660417463926062,0.6660989581291715,1.6069,6.044,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,False,7
2014-02-07,7075,14763866096,15069202104,576343567,133973411,442370156,2474654,578818221,273482213,245071042,28411171,43274926,201796116,467,4842,570,190,305336008,1.6761558144112825,0.9957246439206343,0.7675459245648177,0.8961132766612504,1.7017,6.096,4.27,5.409,5.65,5.4,5.6,4.9939,4.9998,5.0001,True,0
2014-02-08,7133,15069202104,15244025335,355819907,40691777,315128130,2435561,358255468,183432237,154305089,29127148,17759331,136545758,411,4861,530,163,174823231,1.6162508029230689,0.9932016083003652,0.885639402969098,0.8412103102684181,1.6795,6.135,4.25,5.25,5.43,5.811,5.605,4.9936,4.9999,5.0001,True,0
2014-02-09,7188,15244025335,15322982520,339490129,51108036,288382093,2421105,341911234,262954049,233974807,28979242,22488350,211486457,397,4846,546,171,78957185,1.588232075711123,0.9929189077186039,0.849456488910168,0.8897935129342693,1.6792,6.174,4.25,5.25,5.43,5.811,5.605,4.9936,4.9999,5.0001,False,1
2014-02-10,7306,15322982520,15538694249,645043184,125447760,519595424,2421956,647465140,431753411,378921323,52832088,31775846,347145477,652,4813,642,225,215711729,1.5806035129510807,0.9962593260233285,0.8055203696253614,0.877633652325679,1.7004,6.225,4.3035,5.299,5.422,5.849,5.6031,4.9936,5.0,5.0001,True,0
2014-02-11,7358,15538694249,16114439292,816390370,245808059,570582311,2412835,818803205,243058162,203584663,39473499,30415422,173169241,622,4852,594,206,575745043,1.5527913487037557,0.9970532174455765,0.6989086740452365,0.8375964885310043,1.677,6.263,4.137,5.201,5.28,5.758,5.6005,4.9936,5.0,5.0001,True,0
2014-02-12,7443,16114439292,16522863143,760453811,182145168,578308643,2555959,763009770,354585919,304589227,49996692,48908222,255681005,588,5092,606,205,408423851,1.5861296528442685,0.9966501621597846,0.7604783283806832,0.8589997816579964,1.6702,6.298,4.075,5.178,5.22,5.65,5.6012,4.9955,5.0,5.0001,True,0
2014-02-13,7479,16522863143,16786803951,624058677,111451545,512607132,2640117,626698794,362757986,312788474,49969512,33636126,279152348,549,5166,618,208,263940808,1.5978568466921543,0.9957872633148868,0.8214085484144306,0.8622511042389567,1.6705,6.334,3.669,5.021,4.911,5.629,5.6037,4.9963,5.0,5.0007,True,0
2014-02-14,7604,16786803951,17014252486,488021625,133959311,354062314,2688809,490710434,263261899,149047026,114214873,47348366,101698660,555,5239,584,193,227448535,1.6017396806732982,0.9945205791161147,0.7255053789880725,0.5661549451939493,1.661,6.311,3.278,4.436,4.563,5.493,5.6005,4.9966,5.0,5.0001,True,0
2014-02-15,7669,17014252486,17148181972,252650784,50504975,202145809,2742395,255393179,121463693,98131603,23332090,26924012,71207591,434,5290,485,164,133929486,1.6118222074443478,0.989262066392149,0.800099670381391,0.8079089362119098,1.6566,6.298,3.278,4.436,4.563,5.493,5.6005,4.9966,5.0,5.0001,False,1
2014-02-16,7721,17148181972,17296449376,328597307,61936172,266661135,2727321,331324628,183057224,155532212,27525012,34056657,121475555,474,5276,561,178,148267404,1.5904432344217254,0.9917684326201069,0.8115134522389741,0.8496371167520819,1.6563,6.286,3.278,4.436,4.563,5.493,5.6005,4.9966,5.0,5.0001,False,2
2014-02-17,7826,17296449376,17596758169,703414276,101445973,601968303,2703784,706118060,405809267,380770345,25038922,67346083,313424262,601,5256,651,236,300308793,1.5632017538534146,0.996170917934035,0.855780616826719,0.9382987919790408,1.6526,6.259,2.951,3.879,4.483,5.365,5.6,4.9984,5.0,5.0001,True,0
2014-02-18,7889,17596758169,17919195990,590856887,81848295,509008592,2706258,593563145,271125324,229914520,41210804,48672510,181242010,635,5306,669,215,322437821,1.537929869814079,0.9954406569498179,0.8614752627906662,0.8480009045558577,1.6433,6.241,2.68,3.743,4.639,5.2985,5.6,4.9993,5.0,5.0001,True,0
2014-02-19,7900,17919195990,18003573505,405532115,45373979,360158136,2835851,408367966,323990451,296835668,27154783,37714675,259120993,579,5514,629,237,84377515,1.582577143295144,0.9930556477586198,0.8881124889455426,0.9161864711870783,1.6337,6.22,2.403,3.762,4.678,5.2942,5.6,4.9998,5.0,5.0001,True,0
2014-02-20,8005,18003573505,18251643286,476045215,102087332,373957883,2879976,478925191,230855410,188675504,42179906,35175830,153499674,597,5577,651,240,248069781,1.5996690874731982,0.9939865848484883,0.7855511855108133,0.8172886396727718,1.6358,6.201,1.981,3.703,4.149,5.22,5.596,4.9999,5.0,5.0001,True,0
2014-02-21,8065,18251643286,18426710525,351086615,52081757,299004858,2895072,353981687,178914448,143641461,35272987,38164915,105476546,536,5640,667,224,175067239,1.5861979957830301,0.9918214074164803,0.8516555323534621,0.8028499800083222,1.6282,6.183,1.764,3.595,4.0,5.176,5.5775,4.9996,5.0,5.0001,True,0
2014-02-22,8079,18426710525,18573998113,279083130,97883214,181199916,2939576,282022706,134735118,97346500,37388618,13927043,83419457,458,5744,603,217,147287588,1.5952798498743443,0.989576810882738,0.6492686103957628,0.7225027999010621,1.6247,6.165,1.764,3.595,4.0,5.176,5.5775,4.9996,5.0,5.0001,False,1
2014-02-23,8158,18573998113,18715837772,334129711,70825865,263303846,2924000,337053711,195214052,168188532,27025520,22090461,146098071,520,5718,618,203,141839659,1.5742437262085665,0.9913248247843799,0.7880288323117725,0.8615595561737533,1.6238,6.147,1.764,3.595,4.0,5.176,5.5775,4.9996,5.0,5.0001,False,2
2014-02-24,8280,18715837772,18898684661,653397733,203203164,450194569,2919312,656317045,473470156,435096570,38373586,38390594,396705976,689,5702,820,332,182846889,1.5598083481827694,0.9955519789981989,0.6890054040025266,0.918952471420395,1.6323,6.136,1.7,3.339,3.97,4.968,5.5665,5.0,5.0,5.0001,True,0
2014-02-25,8344,18898684661,19163035198,560651569,134346664,426304905,2854320,563505889,299155352,248455958,50699394,43867571,204588387,687,5724,789,255,264350537,1.5103273329335332,0.9949347113211802,0.7603740514993547,0.8305248638841,1.6039,6.114,1.72,3.278,3.811,4.519,5.5585,5.0,5.0,5.0001,True,0
2014-02-26,8402,19163035198,19559016661,677828663,202317738,475510925,2972482,680801145,284819682,231132694,53686988,44707073,186425621,683,5950,776,282,395981463,1.5511540678640672,0.9956338469436622,0.7015208281329348,0.8115053439319548,1.596,6.093,1.75,3.072,3.822,4.4435,5.5415,5.0,5.0,5.0001,True,0
2014-02-27,8440,19559016661,19739139913,669926875,141301002,528625873,2982413,672909288,492786036,431734641,61051395,33471939,398262702,648,6011,790,276,180123252,1.524827680088247,0.995567882546451,0.7890799618988267,0.8761097301060699,1.5792,6.062,1.75,3.43,3.761,4.368,5.536,5.0,5.0,5.0001,True,0
2014-02-28,8454,19739139913,19845831463,425722217,86054744,339667473,2999537,428721754,322030204,273905633,48124571,40145953,233759680,601,6087,833,304,106691550,1.5195884994079885,0.9930035344089397,0.7978617498367486,0.8505588283265504,1.572,6.031,1.8458,3.529,3.753,4.316,5.529,5.0,5.0,5.0001,True,0
2014-03-01,8491,19845831463,19997418032,359812461,103652657,256159804,3053119,362865580,211279011,171742001,39537010,46757660,124984341,526,6131,898,289,151586569,1.5384182848131849,0.9915860881596982,0.7119258829671271,0.8128682550487706,1.5698,6.001,1.8458,3.529,3.753,4.316,5.529,5.0,5.0,5.0001,False,1
2014-03-02,8532,19997418032,20027420845,273172567,90720059,182452508,3029663,276202230,246199417,200166218,46033199,38505331,161660887,497,6101,761,252,30002813,1.5150270875729623,0.9890309973239535,0.6679020152122376,0.8130247440837766,1.5695,5.971,1.8458,3.529,3.753,4.316,5.529,5.0,5.0,5.0001,False,2
2014-03-03,8595,20027420845,20019709347,502322723,139970256,362352467,2983139,505305862,513017360,467804043,45213317,65897484,401906559,648,6059,853,316,-7711498,1.489527295145827,0.9940963696953905,0.7213539233024105,0.9118678615476092,1.5559,5.928,2.085,2.821,3.734,4.262,5.519,5.0,5.0,5.0001,True,0
2014-03-04,8638,20019709347,20293292709,521192622,206653555,314539067,2953718,524146340,250562978,206271476,44291502,42801499,163469977,651,6106,842,305,273583362,1.4754050365084952,0.9943647073830564,0.6034986945766857,0.8232320578501425,1.5429,5.895,2.083,3.5135,3.8,4.365,5.515,5.0,5.0,5.0001,True,0
2014-03-05,8682,20293292709,20538515447,451245946,91287267,359958679,3049545,454295491,209072753,161040367,48032386,44777164,116263203,607,6258,798,258,245222738,1.5027354327016327,0.993287309558615,0.7976995299144471,0.7702599439153126,1.5411,5.864,2.09,3.798,3.8,4.45,5.5105,5.0,5.0,5.0001,True,0
2014-03-06,8748,20538515447,20857153333,558722119,240492858,318229261,3065651,561787770,243149884,212586386,30563498,34572653,178013733,637,6295,793,287,318637886,1.4926351458609393,0.9945430442531705,0.5695662480117419,0.8743018195311991,1.5259,5.835,2.0547,2.486,3.762,4.64,5.5067,5.0,5.0,5.0001,True,0
2014-03-07,8789,20857153333,20946205892,377058943,95021643,282037300,3080836,380139779,291087220,248457274,42629946,37427390,211029884,598,6323,806,291,89052559,1.4771124087799312,0.9918955179905021,0.7479926023131084,0.8535492351742546,1.517,5.805,1.9948,2.403,3.052,4.586,5.504,5.0,5.0,5.0001,True,0
2014-03-08,8823,20946205892,21049156859,240156774,54611908,185544866,3117395,243274169,140323202,97033155,43290047,21505157,75527998,534,6369,926,249,102950967,1.4882862395574126,0.9871856719814753,0.7725989273989832,0.6914975828444964,1.5148,5.774,1.9948,2.403,3.052,4.586,5.504,5.0,5.0,5.0001,False,1
2014-03-09,8858,21049156859,21087596875,241650547,68363391,173287156,3101972,244752519,206312503,174419711,31892792,26451130,147968581,503,6326,758,235,38440016,1.4736799296897671,0.9873260875406966,0.7170981326187521,0.845415127361428,1.5145,5.744,1.9948,2.403,3.052,4.586,5.504,5.0,5.0,5.0001,False,2
2014-03-10,8887,21087596875,21276894327,494278563,146463415,347815148,3059513,497338076,308040624,254138174,53902450,66525423,187612751,684,6290,808,305,189297452,1.4508590135403943,0.9938482228736494,0.7036824455605614,0.8250151252777621,1.5048,5.716,1.919,2.358,2.625,4.574,5.502,5.0,5.0,5.0,True,0
2014-03-11,8940,21276894327,21211355257,427448087,194534475,232913612,3052729,430500816,496039886,448794933,47244953,27674624,421120309,607,6321,788,272,-65539070,1.434762495448474,0.9929088891668907,0.5448933311052577,0.9047557377271069,1.4965,5.69,1.873,2.258,2.295,4.293,5.5002,5.0,5.0,5.0,True,0
2014-03-12,8990,21211355257,21171871886,373891397,132571107,241320290,3116500,377007897,416491268,381702589,34788679,65733259,315969330,609,6485,753,293,-39483371,1.4692601968332588,0.991733594906634,0.6454288382570086,0.9164720087240821,1.4997,5.668,1.9,2.211,2.208,3.872,5.5,5.0,5.0,5.0,True,0
2014-03-13,9019,21171871886,21201185254,343188988,102654466,240534522,3097922,346286910,316973542,269086937,47886605,55076814,214010123,587,6516,772,284,29313368,1.4632253665055073,0.9910538865012253,0.7008806529654733,0.8489255453377872,1.4878,5.647,1.96,2.5,2.277,3.83,5.5,5.0,5.0,5.0,True,0
2014-03-14,9063,21201185254,21205507113,312802600,77247724,235554876,3094831,315897431,311575572,267203694,44371878,33333597,233870097,587,6553,725,308,4321859,1.4597443317071637,0.990203051065648,0.7530464132970762,0.8575887136620582,1.4831,5.628,1.8765,2.527,2.608,3.868,5.5,5.0,5.0,5.0,True,0
2014-03-15,9092,21205507113,21250115067,284310353,62427388,221882965,3096649,287407002,242799048,208504639,34294409,17959278,190545361,498,6576,746,274,44607954,1.460304148115187,0.9892255617349225,0.780425203158184,0.858753939595348,1.4818,5.61,1.8765,2.527,2.608,3.868,5.5,5.0,5.0,5.0,False,1
2014-03-16,9111,21250115067,21128917911,266319616,71014819,195304797,3067775,269387391,390584547,370983569,19600978,25259589,345723980,494,6545,697,260,-121197156,1.4436510062781018,0.9886120319566107,0.733347396385552,0.9498162993120155,1.4816,5.592,1.8765,2.527,2.608,3.868,5.5,5.0,5.0,5.0,False,2
2014-03-17,9167,21128917911,21027301401,336026313,70763233,265263080,2981769,339008082,440624592,390373974,50250618,54475186,335898788,618,6510,893,322,-101616510,1.4112265533710322,0.9912044309315315,0.7894116315825541,0.8859559386553713,1.4628,5.568,1.869,2.671,2.7,3.938,5.5,5.0,5.0,5.0,True,0
2014-03-18,9178,21027301401,21052539792,432490715,149391004,283099711,2988402,435479117,410240726,355598488,54642238,31133912,324464576,611,6535,883,295,25238391,1.421200915424116,0.9931376686427882,0.6545798584369609,0.8668044527592806,1.4726,5.555,2.05,2.88,2.88,4.022,5.5,5.0,5.0,5.0,True,0
2014-03-19,9245,21052539792,20982254939,355963833,76164526,279799307,3050231,359014064,429298917,399134290,30164627,51068160,348066130,579,6645,854,301,-70284853,1.4488660418820787,0.9915038676590675,0.7860329647590911,0.9297351430308872,1.4786,5.544,2.8025,3.422,3.8,4.412,5.5,5.0,5.0,5.0,True,0
